address,full_address,HDB_latitude,HDB_longitude,Nearest_MRT_ID,Nearest_MRT,MRT_latitude,MRT_longitude,Nearest_bus_stop_ID,Nearest_bus_stop,bus_stop_latitude,bus_stop_longitude,Distance_m_Nearest_MRT,Distance_m_Nearest_bus_stop
410 EUNOS RD 5,410 EUNOS ROAD 5 SINGAPORE 400410,1.318440429,103.8998522,EW7,EUNOS MRT STATION,1.319727157,103.9031003,82229,KAMPONG UBI CC,1.31753161,103.9005296,388.4746129,125.6288377
422 HOUGANG AVE 6,422 HOUGANG AVENUE 6 HDB PUBLIC SHELTERS SINGAPORE 530422,1.374772767,103.8940506,NE14,HOUGANG MRT STATION,1.371157173,103.8924725,64421,BLK 421,1.37505042,103.8951183,436.6677709,122.7230305
448 HOUGANG AVE 10,448 HOUGANG AVENUE 10 SINGAPORE 530448,1.379115141,103.8951191,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,67719,OPP SENGKANG FIRE STN,1.37972132,103.8952724,472.8144087,69.16472311
451 HOUGANG AVE 10,451 HOUGANG AVENUE 10 SINGAPORE 530451,1.378836782,103.8959162,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,67719,OPP SENGKANG FIRE STN,1.37972132,103.8952724,543.9972237,121.2433152
362 HOUGANG AVE 5,362 HOUGANG AVENUE 5 SINGAPORE 530362,1.370009081,103.8960577,NE14,HOUGANG MRT STATION,1.371157173,103.8924725,64049,OPP THE MIDTOWN,1.37037138,103.8960325,418.6988697,40.15937702
824 JURONG WEST ST 81,824 JURONG WEST STREET 81 SINGAPORE 640824,1.346400047,103.6941394,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27409,BLK 821,1.34719,103.6941675,1039.910878,87.40488721
830 JURONG WEST ST 81,830 JURONG WEST STREET 81 SINGAPORE 640830,1.34533161,103.6934366,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27419,BLK 827,1.34575472,103.69282,963.579899,83.05228496
753 JURONG WEST ST 74,753 JURONG WEST STREET 74 SINGAPORE 640753,1.348456601,103.699949,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27379,BLK 755,1.34805042,103.7008739,1233.751415,112.2981642
57 JLN MA'MOR,57 JALAN MA'MOR SINGAPORE 320057,1.328429655,103.8567824,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52119,OPP BLK 65,1.32789611,103.8580256,1116.073273,150.4089096
112 PASIR RIS ST 11,112 PASIR RIS STREET 11 SINGAPORE 510112,1.367705774,103.9557964,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,78179,OPP BLK 108,1.3678375,103.9565536,934.060857,85.51682843
442 PASIR RIS DR 6,442 PASIR RIS DRIVE 6 SINGAPORE 510442,1.368932887,103.9579517,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,78069,BLK 442,1.368715,103.958094,1065.927114,28.83144581
636 PASIR RIS DR 1,636 PASIR RIS DRIVE 1 SINGAPORE 510636,1.37679049,103.9407416,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77079,ELIAS MALL,1.37728664,103.9414526,1037.408346,96.27963361
135 PASIR RIS ST 11,135 PASIR RIS STREET 11 SINGAPORE 510135,1.364542328,103.9574724,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,78189,OPP BLK 187,1.36460583,103.9590261,979.4433925,173.0508871
111 PASIR RIS ST 11,111 PASIR RIS STREET 11 SINGAPORE 510111,1.36805792,103.9563785,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,78179,OPP BLK 108,1.3678375,103.9565536,962.3921738,31.20519099
449 PASIR RIS DR 6,449 PASIR RIS DRIVE 6 SINGAPORE 510449,1.370842121,103.9583507,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,78071,BLK 446,1.37031163,103.9571801,1037.745728,142.8708481
402 SERANGOON AVE 1,402 SERANGOON AVENUE 1 SINGAPORE 550402,1.346658249,103.8729046,NE12,SERANGOON MRT STATION,1.349697581,103.8735369,62129,BLK 403,1.34698958,103.8720549,343.361691,101.4134854
516 SERANGOON NTH AVE 4,516 SERANGOON NORTH AVENUE 4 SINGAPORE 550516,1.371238381,103.8733069,NE13,KOVAN MRT STATION,1.36010958,103.8848699,66101,BLK 516,1.37094045,103.873259,1780.50814,33.37290333
312 TAMPINES ST 33,312 TAMPINES STREET 33 SINGAPORE 520312,1.352570368,103.9572573,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76411,NGEE ANN SEC SCH,1.35385001,103.9574275,478.3056602,142.7587317
231 BISHAN ST 23,231 BISHAN STREET 23 SINGAPORE 570231,1.357291229,103.8458457,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53389,OPP BISHAN NTH SHOP MALL,1.35804473,103.8451693,760.5443524,112.2846291
201 CHOA CHU KANG AVE 1,201 CHOA CHU KANG AVENUE 1 SINGAPORE 680201,1.382138093,103.7495422,BP3,KEAT HONG LRT STATION,1.378595443,103.7490711,44111,OPP BLK 203,1.38094121,103.7497522,395.221023,134.3936178
435 CHOA CHU KANG AVE 4,435 CHOA CHU KANG AVENUE 4 SINGAPORE 680435,1.385138764,103.74105,NS4,CHOA CHU KANG MRT STATION,1.385111099,103.7443785,45231,BLK 432,1.38462944,103.7422869,370.4320125,148.7266023
438 HOUGANG AVE 8,438 HOUGANG AVENUE 8 SINGAPORE 530438,1.378043936,103.8931526,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,64571,BLK 438,1.37811157,103.8929649,541.3413995,22.18288094
833 HOUGANG CTRL,833 HOUGANG CENTRAL SINGAPORE 530833,1.370869982,103.8896709,NE14,HOUGANG MRT STATION,1.371157173,103.8924725,64399,BLK 512,1.37121818,103.8892572,313.3970551,60.01803649
815 JURONG WEST ST 81,815 JURONG WEST STREET 81 SINGAPORE 640815,1.345332324,103.695851,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27359,BLK 817,1.34441434,103.6960137,873.3140767,103.1078871
746 JURONG WEST ST 73,746 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640746,1.347438273,103.6979363,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27349,BLK 745,1.34680805,103.6978181,1090.103074,70.91853678
724 JURONG WEST ST 72,724 JURONG WEST STREET 72 HDB PUBLIC SHELTERS SINGAPORE 640724,1.345047449,103.6981478,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27331,WEST GROVE PR SCH,1.34537305,103.6994114,828.2003688,145.1583471
745 JURONG WEST ST 73,745 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640745,1.347012926,103.6979495,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27349,BLK 745,1.34680805,103.6978181,1043.221284,26.96693769
715 PASIR RIS ST 72,715 PASIR RIS STREET 72 SINGAPORE 510715,1.382977902,103.9370545,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77261,BLK 717,1.38285811,103.9361588,1749.610094,100.561782
495C TAMPINES ST 43,495C TAMPINES STREET 43 SINGAPORE 522495,1.363238707,103.9516247,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76359,BLK 493B,1.36209168,103.9521788,863.3191385,141.0259529
245 KIM KEAT LINK,245 KIM KEAT LINK SINGAPORE 310245,1.331077477,103.8566076,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52331,BLK 27,1.33246306,103.8558103,1015.266915,177.0506562
46 LOR 5 TOA PAYOH,46 LORONG 5 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310046,1.336466583,103.8532214,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52291,BLK 59,1.33697006,103.8522471,767.3734013,121.8862843
329 WOODLANDS ST 32,329 WOODLANDS STREET 32 SINGAPORE 730329,1.430361279,103.7788034,NS8,MARSILING MRT STATION,1.432634808,103.7740042,45581,BLK 325,1.43097611,103.7800619,590.2879792,155.6809802
822 WOODLANDS ST 82,822 WOODLANDS STREET 82 SINGAPORE 730822,1.441910724,103.7894711,NS9,WOODLANDS MRT STATION,1.436887422,103.7863239,46441,BLK 816,1.44219465,103.7897371,656.6512376,43.14987651
833 WOODLANDS ST 83,833 WOODLANDS STREET 83 SINGAPORE 730833,1.440137407,103.7905661,TE2,WOODLANDS MRT STATION,1.436032112,103.7880109,46281,BLK 825,1.43878695,103.7900259,535.6506994,160.9737199
796A YISHUN RING RD,796A YISHUN RING ROAD KHATIB VALE SINGAPORE 761796,1.419356831,103.8330734,NS14,KHATIB MRT STATION,1.41758906,103.833061,59561,OPP KHATIB STN EXIT D,1.41870141,103.8329338,195.4760718,74.12071869
640A YISHUN ST 61,640A YISHUN STREET 61 SINGAPORE 761640,1.420871842,103.8391389,NS14,KHATIB MRT STATION,1.41758906,103.833061,59371,CHUNG CHENG HIGH SCH,1.42005414,103.8378703,767.6311888,167.6452554
604 YISHUN ST 61,604 YISHUN STREET 61 NEE SOON CENTRAL MEADOWS SINGAPORE 760604,1.421713481,103.8355453,NS14,KHATIB MRT STATION,1.41758906,103.833061,59059,BLK 608,1.42054602,103.8349794,533.3126998,143.6331624
210 BISHAN ST 23,210 BISHAN STREET 23 SINGAPORE 570210,1.355819739,103.8488146,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53249,BLK 210,1.35538305,103.849119,504.4592107,58.98170231
232 BISHAN ST 22,232 BISHAN STREET 22 SINGAPORE 570232,1.358245182,103.8455043,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53389,OPP BISHAN NTH SHOP MALL,1.35804473,103.8451693,872.6610816,43.36998886
234 BISHAN ST 22,234 BISHAN STREET 22 SINGAPORE 570234,1.358370578,103.8460914,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53389,OPP BISHAN NTH SHOP MALL,1.35804473,103.8451693,866.537812,108.7574839
208 BISHAN ST 23,208 BISHAN STREET 23 SINGAPORE 570208,1.354927172,103.8485451,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53249,BLK 210,1.35538305,103.849119,413.3185922,81.36036315
209 CHOA CHU KANG CTRL,209 CHOA CHU KANG CENTRAL SINGAPORE 680209,1.382826626,103.7480145,BP2,SOUTH VIEW LRT STATION,1.380293283,103.745294,44391,AFT BLK 202,1.3828897,103.7483103,412.4700081,33.6494922
230 CHOA CHU KANG CTRL,230 CHOA CHU KANG CENTRAL SINGAPORE 680230,1.380382581,103.7461905,BP2,SOUTH VIEW LRT STATION,1.380293283,103.745294,44459,OPP SOUTH VIEW STN,1.38028731,103.7445456,100.2565859,183.3573012
237 CHOA CHU KANG CTRL,237 CHOA CHU KANG CENTRAL SINGAPORE 680237,1.379447503,103.7482874,BP3,KEAT HONG LRT STATION,1.378595443,103.7490711,44441,BLK 239,1.37924285,103.7475432,128.3875797,85.85393066
288 CHOA CHU KANG AVE 3,288 CHOA CHU KANG AVENUE 3 HDB PUBLIC SHELTERS SINGAPORE 680288,1.378938896,103.7410271,BP2,SOUTH VIEW LRT STATION,1.380293283,103.745294,44511,BLK 289,1.37948507,103.7405688,497.9088236,79.05050816
42A SIMS DR,42A SIMS DRIVE SINGAPORE 381042,1.316668875,103.8760975,DT24,GEYLANG BAHRU MRT STATION,1.321611235,103.8719936,80229,BLK 45,1.31728972,103.8781055,712.2216878,233.7820102
153 YUNG HO RD,153 YUNG HO ROAD SINGAPORE 610153,1.32748328,103.7210438,EW26,LAKESIDE MRT STATION,1.344224895,103.7209246,21551,BLK 151,1.32666104,103.7209862,1851.249588,91.1447043
719 JURONG WEST AVE 5,719 JURONG WEST AVENUE 5 NANYANG SAPPHIRE SINGAPORE 640719,1.34453677,103.6969862,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27351,BLK 715,1.344232,103.6961317,769.2514506,100.8911661
159 PASIR RIS ST 13,159 PASIR RIS STREET 13 SINGAPORE 510159,1.363744038,103.9612847,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,78199,OPP WHITE SANDS PRI SCH,1.36425389,103.9613761,1111.90067,57.28710096
645 PASIR RIS DR 10,645 PASIR RIS DRIVE 10 SINGAPORE 510645,1.378419649,103.9377905,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77239,BLK 643,1.3774183,103.937932,1410.881309,111.8384169
447 PASIR RIS DR 6,447 PASIR RIS DRIVE 6 SINGAPORE 510447,1.370842055,103.9578606,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,78071,BLK 446,1.37031163,103.9571801,984.7967698,95.78760046
506 SERANGOON NTH AVE 4,506 SERANGOON NORTH AVENUE 4 SINGAPORE 550506,1.372816319,103.8763397,NE13,KOVAN MRT STATION,1.36010958,103.8848699,64101,OPP GRACEHAVEN S ARMY,1.372332,103.876632,1695.683858,62.65894541
382 TAMPINES ST 32,382 TAMPINES STREET 32 SINGAPORE 520382,1.354098271,103.9587521,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76429,BLK 331,1.35369222,103.959589,494.3650663,103.3949151
338 WOODLANDS AVE 1,338 WOODLANDS AVENUE 1 SINGAPORE 730338,1.430746653,103.7811614,NS8,MARSILING MRT STATION,1.432634808,103.7740042,45589,OPP BLK 325,1.43079694,103.780325,823.3982137,93.24473002
641 YISHUN ST 61,641 YISHUN STREET 61 SINGAPORE 760641,1.420816854,103.838166,NS14,KHATIB MRT STATION,1.41758906,103.833061,59371,CHUNG CHENG HIGH SCH,1.42005414,103.8378703,670.9241548,90.52804614
665 YISHUN AVE 4,665 YISHUN AVENUE 4 SINGAPORE 760665,1.419783239,103.840574,NS14,KHATIB MRT STATION,1.41758906,103.833061,59299,BLK 671 CP,1.4190975,103.8410189,870.5798971,90.55732431
203 BISHAN ST 23,203 BISHAN STREET 23 SINGAPORE 570203,1.354536742,103.847452,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53399,BLK 202,1.35464002,103.8470163,418.1467129,49.81293184
209 BISHAN ST 23,209 BISHAN STREET 23 SINGAPORE 570209,1.355548847,103.8485412,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53249,BLK 210,1.35538305,103.849119,480.3464603,66.85953476
228 BISHAN ST 23,228 BISHAN STREET 23 SINGAPORE 570228,1.357949291,103.8467677,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53439,BLK 228,1.357625,103.847213,793.4391018,61.16942799
216 CHOA CHU KANG CTRL,BLK 216 AND 215 CHOA CHU KANG CENTRAL,1.383083024,103.7470766,BP1,CHOA CHU KANG LRT STATION,1.384724177,103.7445359,44391,AFT BLK 202,1.3828897,103.7483103,335.9726692,138.9493303
232 CHOA CHU KANG CTRL,232 CHOA CHU KANG CENTRAL SINGAPORE 680232,1.38058555,103.7470984,BP2,SOUTH VIEW LRT STATION,1.380293283,103.745294,44471,BLK 234,1.38047037,103.7480232,203.3909012,103.6980981
562 CHOA CHU KANG ST 52,562 CHOA CHU KANG STREET 52 SINGAPORE 680562,1.39629871,103.7460227,NS5,YEW TEE MRT STATION,1.397459258,103.7474322,45279,BLK 563,1.3956586,103.7454087,202.6636207,98.38020497
713 JURONG WEST ST 71,713 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640713,1.343657113,103.6960642,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27351,BLK 715,1.344232,103.6961317,687.2091115,64.01038352
722 JURONG WEST AVE 5,722 JURONG WEST AVENUE 5 HDB PUBLIC SHELTERS SINGAPORE 640722,1.34364539,103.6982734,EW28,PIONEER MRT STATION,1.337593552,103.6974185,22351,OPP BLK 717,1.34277421,103.6980338,675.910814,99.9524222
263 BOON LAY DR,263 BOON LAY DRIVE BOON LAY CREST SINGAPORE 640263,1.344941713,103.7070242,EW27,BOON LAY MRT STATION,1.338642112,103.7061638,21379,BLK 263,1.34534855,103.7064891,703.1280849,74.63084764
552 PASIR RIS ST 51,552 PASIR RIS STREET 51 SINGAPORE 510552,1.36745078,103.9525501,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77361,BLK 555,1.36800665,103.9517366,716.4685011,109.431126
420 PASIR RIS DR 6,420 PASIR RIS DRIVE 6 SINGAPORE 510420,1.371427438,103.9544791,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77059,BLK 425,1.36936138,103.9550634,604.8625741,237.5275523
132 CLARENCE LANE,132 CLARENCE LANE CLARENCE VILLE SINGAPORE 140132,1.292255234,103.8148798,EW18,REDHILL MRT STATION,1.28967507,103.8166904,10289,OPP SIS BLDG,1.29186997,103.8144064,349.2860574,67.75444722
396 TAMPINES AVE 7,396 TAMPINES AVENUE 7 SINGAPORE 520396,1.355670338,103.9564348,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76039,TAMPINES EAST STN EXIT C,1.355063,103.955551,189.9813356,119.0967608
412 WOODLANDS ST 41,412 WOODLANDS STREET 41 SINGAPORE 730412,1.428140108,103.7728219,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46369,BLK 413,1.42760121,103.7731591,514.122134,70.41748872
206 BISHAN ST 23,206 BISHAN STREET 23 SINGAPORE 570206,1.355681274,103.8478083,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53399,BLK 202,1.35464002,103.8470163,517.6522276,144.9992718
217 BISHAN ST 23,217 BISHAN STREET 23 SINGAPORE 570217,1.356740015,103.8493295,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53241,OPP BLK 217,1.35615639,103.8499566,601.3011325,95.05274744
233 BISHAN ST 22,233 BISHAN STREET 22 SINGAPORE 570233,1.358576005,103.8455927,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53389,OPP BISHAN NTH SHOP MALL,1.35804473,103.8451693,903.9502404,75.30597022
216 BISHAN ST 23,216 BISHAN STREET 23 SINGAPORE 570216,1.356370631,103.849221,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53241,OPP BLK 217,1.35615639,103.8499566,560.9030412,85.22150717
245 BISHAN ST 22,245 BISHAN STREET 22 SINGAPORE 570245,1.360337274,103.8439634,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53379,BLK 245,1.3601867,103.8438602,1151.56691,20.22663816
201 BISHAN ST 23,201 BISHAN STREET 23 SINGAPORE 570201,1.355066869,103.8469461,NS17,BISHAN MRT STATION,1.350826853,103.8481801,53399,BLK 202,1.35464002,103.8470163,488.5385329,47.84134716
231 PENDING RD,231 PENDING ROAD SINGAPORE 670231,1.376029069,103.7727843,BP8,PENDING LRT STATION,1.376137212,103.7712575,44229,BEF PENDING STN,1.37656055,103.7714598,170.334166,158.6850437
18 TECK WHYE LANE,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018,1.378297688,103.7540714,BP4,TECK WHYE LRT STATION,1.376675739,103.7537543,44411,BLK 108,1.37852555,103.75323,182.7857635,96.96897037
235 CHOA CHU KANG CTRL,235 CHOA CHU KANG CENTRAL SINGAPORE 680235,1.379756644,103.7487492,BP3,KEAT HONG LRT STATION,1.378595443,103.7490711,44479,BLK 206,1.3804793,103.7482817,133.3034245,95.35271268
530 CHOA CHU KANG ST 51,530 CHOA CHU KANG STREET 51 SINGAPORE 680530,1.392680075,103.7418393,NS5,YEW TEE MRT STATION,1.397459258,103.7474322,45319,BLK 530,1.39292754,103.7421077,816.4978322,40.50766114
447 HOUGANG AVE 10,447 HOUGANG AVENUE 10 SINGAPORE 530447,1.379522123,103.8947681,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,67719,OPP SENGKANG FIRE STN,1.37972132,103.8952724,415.3542808,60.28773316
538 HOUGANG ST 52,538 HOUGANG STREET 52 SINGAPORE 530538,1.377822733,103.8903232,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,64439,BLK 537,1.37797973,103.8895216,651.0499162,90.88696483
723 JURONG WEST AVE 5,723 JURONG WEST AVENUE 5 HDB PUBLIC SHELTERS SINGAPORE 640723,1.344426968,103.698194,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27331,WEST GROVE PR SCH,1.34537305,103.6994114,760.5170567,171.1694281
714 JURONG WEST ST 71,714 JURONG WEST STREET 71 FH & LOVE STUDENT CARE CENTRE SINGAPORE 640714,1.343120024,103.696675,EW28,PIONEER MRT STATION,1.337593552,103.6974185,22359,BLK 717,1.34252666,103.6972753,616.6654332,93.63511342
309 WOODLANDS AVE 1,309 WOODLANDS AVENUE 1 SINGAPORE 730309,1.429747616,103.7760153,NS8,MARSILING MRT STATION,1.432634808,103.7740042,45591,FUCHUN CC,1.42921976,103.7748943,389.8847245,137.7348083
179 WOODLANDS ST 13,179 WOODLANDS STREET 13 SINGAPORE 730179,1.43477628,103.7782168,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46569,BLK 178,1.434776,103.777485,525.2077763,81.43823938
211 BISHAN ST 23,211 BISHAN STREET 23 SINGAPORE 570211,1.356152907,103.848977,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53249,BLK 210,1.35538305,103.849119,538.8643279,86.58025281
221 BISHAN ST 23,221 BISHAN STREET 23 SINGAPORE 570221,1.357841205,103.8489404,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53439,BLK 228,1.357625,103.847213,725.1771011,193.7204811
225 BISHAN ST 23,225 BISHAN STREET 23 SINGAPORE 570225,1.358568948,103.8475942,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53439,BLK 228,1.357625,103.847213,829.6719669,112.6688617
236 BISHAN ST 22,236 BISHAN STREET 22 SINGAPORE 570236,1.359004909,103.8470066,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53439,BLK 228,1.357625,103.847213,894.1568498,154.3025629
415 BT BATOK WEST AVE 4,415 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650415,1.363268779,103.7466107,NS3,BUKIT GOMBAK MRT STATION,1.35861193,103.75188,43499,BLK 419,1.36259558,103.7468672,780.4049697,79.72567942
642 BT BATOK CTRL,642 BUKIT BATOK CENTRAL SINGAPORE 650642,1.349006479,103.7517067,NS2,BUKIT BATOK MRT STATION,1.348992035,103.7495558,43709,BLK 644,1.34868676,103.7520709,239.376503,53.78141884
19 LIM LIAK ST,19 LIM LIAK STREET SINGAPORE 161019,1.285493784,103.8326,TE16,HAVELOCK MRT STATION,1.28804798,103.8335497,10141,BLK 18,1.28583847,103.8323818,301.5588482,45.19297734
405 FAJAR RD,405 FAJAR ROAD SINGAPORE 670405,1.381253665,103.7672571,BP7,PETIR LRT STATION,1.377753089,103.7666657,44249,BLK 174,1.38049595,103.7664914,392.6314115,119.5024155
231 CHOA CHU KANG CTRL,231 CHOA CHU KANG CENTRAL SINGAPORE 680231,1.38008136,103.7461131,BP2,SOUTH VIEW LRT STATION,1.380293283,103.745294,44459,OPP SOUTH VIEW STN,1.38028731,103.7445456,94.11934582,175.9209899
537 HOUGANG ST 52,537 HOUGANG STREET 52 SINGAPORE 530537,1.377811037,103.8897257,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,64439,BLK 537,1.37797973,103.8895216,687.4567958,29.39576716
439 HOUGANG AVE 8,439 HOUGANG AVENUE 8 SINGAPORE 530439,1.378597992,103.8934273,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,64571,BLK 438,1.37811157,103.8929649,480.5918639,74.43485065
711 JURONG WEST ST 71,711 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640711,1.343040859,103.6956408,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27429,BLK 711,1.342865,103.6955581,633.9937525,21.51603635
715 JURONG WEST ST 71,715 JURONG WEST STREET 71 HDB PUBLIC SHELTERS SINGAPORE 640715,1.34374461,103.6964188,EW28,PIONEER MRT STATION,1.337593552,103.6974185,27351,BLK 715,1.344232,103.6961317,689.1917837,62.652517
718 JURONG WEST ST 71,718 JURONG WEST STREET 71 ENRICHMENT 718 PTE LTD SINGAPORE 640718,1.343722498,103.6974671,EW28,PIONEER MRT STATION,1.337593552,103.6974185,22351,OPP BLK 717,1.34277421,103.6980338,677.7290731,122.3631937
703 JURONG WEST ST 71,703 JURONG WEST STREET 71 SINGAPORE 640703,1.341630323,103.6958322,EW28,PIONEER MRT STATION,1.337593552,103.6974185,22361,BLK 641,1.34077805,103.6958728,480.0081938,94.34808228
141 PASIR RIS ST 11,141 PASIR RIS STREET 11 SINGAPORE 510141,1.36418011,103.9587356,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,78189,OPP BLK 187,1.36460583,103.9590261,995.031488,57.10634058
321 TAMPINES ST 33,321 TAMPINES STREET 33 SINGAPORE 520321,1.350698906,103.9575157,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76459,BLK 323,1.35208003,103.9587319,670.933365,204.0669782
310 WOODLANDS ST 31,310 WOODLANDS STREET 31 SINGAPORE 730310,1.430103781,103.7759771,NS8,MARSILING MRT STATION,1.432634808,103.7740042,45591,FUCHUN CC,1.42921976,103.7748943,355.7109112,155.1664994
332 WOODLANDS AVE 1,332 WOODLANDS AVENUE 1 SINGAPORE 730332,1.429746748,103.7791349,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46621,BLK 335,1.42955535,103.7806456,654.2088796,169.4474475
805 WOODLANDS ST 81,805 WOODLANDS STREET 81 SINGAPORE 730805,1.440665109,103.7873096,NS9,WOODLANDS MRT STATION,1.436887422,103.7863239,46279,BLK 803,1.44021958,103.7869013,431.8803598,67.02273839
618 YISHUN RING RD,618 YISHUN RING ROAD SINGAPORE 760618,1.418735301,103.8357033,NS14,KHATIB MRT STATION,1.41758906,103.833061,59421,BLK 624,1.41762836,103.8351341,320.2028024,137.8183594
664A YISHUN AVE 4,664A YISHUN AVENUE 4 SINGAPORE 761664,1.420552661,103.8412172,NS14,KHATIB MRT STATION,1.41758906,103.833061,59289,BLK 676 CP,1.42166666,103.8413889,965.0116513,124.6535767
291 YISHUN ST 22,291 YISHUN STREET 22 SINGAPORE 760291,1.435760804,103.8367239,NS13,YISHUN MRT STATION,1.429379971,103.8349871,59239,BLK 291,1.43560781,103.8368437,731.5548717,21.54053478
204 BISHAN ST 23,204 BISHAN STREET 23 SINGAPORE 570204,1.35487655,103.8475941,CC15,BISHAN MRT STATION,1.351303564,103.8494565,53399,BLK 202,1.35464002,103.8470163,446.1486152,69.41597167
147 SILAT AVE,147 SILAT AVENUE SINGAPORE 160147,1.277276965,103.8310934,CC30,KEPPEL MRT STATION,1.270208913,103.8305725,10391,OPP MELATI BLK 2,1.27627105,103.8312564,783.6957267,112.6982883
556 CHOA CHU KANG NTH 6,556 CHOA CHU KANG NORTH 6 SINGAPORE 680556,1.395772164,103.7437892,NS5,YEW TEE MRT STATION,1.397459258,103.7474322,45269,BLK 544,1.39436168,103.743731,446.2781147,156.0985111
535 HOUGANG ST 52,535 HOUGANG STREET 52 SINGAPORE 530535,1.376441745,103.8901338,NE14,HOUGANG MRT STATION,1.371157173,103.8924725,64361,BLK 535,1.37634509,103.8905489,639.6829202,47.42002332
466 HOUGANG AVE 8,466 HOUGANG AVENUE 8 SINGAPORE 530466,1.372519921,103.8970056,NE14,HOUGANG MRT STATION,1.371157173,103.8924725,64051,BLK 465A,1.37239666,103.8977736,526.50258,86.55112279
539 HOUGANG ST 52,539 HOUGANG STREET 52 SINGAPORE 530539,1.377485081,103.8903821,NE15,BUANGKOK MRT STATION,1.38293919,103.8932181,64439,BLK 537,1.37797973,103.8895216,680.6798776,110.2870309
222 HOUGANG ST 21,222 HOUGANG STREET 21 HDB PUBLIC SHELTERS SINGAPORE 530222,1.356334679,103.8837227,NE13,KOVAN MRT STATION,1.36010958,103.8848699,63029,OPP THE HELPING HAND,1.35727472,103.8821803,436.4976201,200.6735839
575 PASIR RIS ST 53,575 PASIR RIS STREET 53 SINGAPORE 510575,1.373189245,103.9463605,EW1,PASIR RIS MRT STATION,1.373034416,103.9492838,77029,BLK 571,1.37276,103.9460969,325.7776067,55.79761771
